Topic	Words	Frequency	Timestamp
190	whatsapp, facebook, httpswwwfacebookcomprofilephpid61556457563338, httpstmealrisala249, httpstmekraray224466	3	2023-12-31 23:52:14.889908224
192	syrians, clothing, refuge, products, journey	3	2023-12-31 23:52:14.889908224
197	turns, uae, fugitives, shoulders, crushed	2	2023-12-31 23:52:14.889908224
204	channel, follow, telegram, httpstmesudaaan, sudan	1	2023-12-31 23:52:14.889908224
205	perished, statistics, arabs, tv, thousand	5	2023-12-31 23:52:14.889908224
207	5000, 10000, accepted, happy, notification	1	2023-12-31 23:52:14.889908224
208	sanctions, european, companies, union, affiliated	8	2023-12-31 23:52:14.889908224
213	sick, elderly, women, children, hospital	3	2023-12-31 23:52:14.889908224
215	air, homeland, force, sudanesearmedforces, 69	1	2023-12-31 23:52:14.889908224
216	distress, forming, babanusa, save, person	1	2023-12-31 23:52:14.889908224
217	heritage, merowe, appeals, launches, regarding	1	2023-12-31 23:52:14.889908224
219	id, popularresistance, facebook, sudanesearmedforces, evident	3	2023-12-31 23:52:14.889908224
223	guardians, righteous, glorious, forgiveness, mercy	2	2023-12-31 23:52:14.889908224
229	started, rebels, lying, stole, plundered	3	2023-12-31 23:52:14.889908224
230	protest, reform, anwar, suffer, elias	3	2023-12-31 23:52:14.889908224
231	twitter, account, platform, khartoumjanjaweedcemetery, battleofdignity	1	2023-12-31 23:52:14.889908224
232	assist, indicates, left, help, end	2	2023-12-31 23:52:14.889908224
233	war, burhan, aqar, ready, consult	3	2023-12-31 23:52:14.889908224
244	dissolved, inquiry, fifteenth, janjaweed, condemnations	2	2023-12-31 23:52:14.889908224
245	tijani, soft, suddenly, immigrant, ruler	1	2023-12-31 23:52:14.889908224
247	attacked, rebels, island, constantly, immigrant	3	2023-12-31 23:52:14.889908224
248	22nd, brigade, division, infantry, platforms	2	2023-12-31 23:52:14.889908224
249	counterfeiting, active, currency, network, operations	1	2023-12-31 23:52:14.889908224
257	letters, resumes, recommendation, little, applying	2	2023-12-31 23:52:14.889908224
263	investments, britain, rejects, threat, emirati	1	2023-12-31 23:52:14.889908224
266	entertainment, chanting, corps, resident, flag	2	2023-12-31 23:52:14.889908224
267	idris, defensive, jars, 57, mauritania	1	2023-12-31 23:52:14.889908224
270	chadian, chad, non, responded, talks	2	2023-12-31 23:52:14.889908224
273	eternal, disgrace, traitor, message, traitors	1	2023-12-31 23:52:14.889908224
276	exam, book, test, wishing, english	3	2023-12-31 23:52:14.889908224
285	channel, telegram, follow, copied, sudan	5	2023-12-31 23:52:14.889908224
-1	al, armed, war, forces, burhan	531	2024-01-31 06:03:43.238532096
0	army, rapid, forces, al, rebel	35	2024-01-31 06:03:43.238532096
1	river, creates, upgrading, school, vocational	8	2024-01-31 06:03:43.238532096
2	humanitarian, million, aid, food, hunger	35	2024-01-31 06:03:43.238532096
3	hilal, al, sports, master, bless	7	2024-01-31 06:03:43.238532096
4	iran, invitation, armored, burhan, commander	1	2024-01-31 06:03:43.238532096
6	liquidate, extermination, sisi, violators, prisons	1	2024-01-31 06:03:43.238532096
7	cholera, environmental, health, washing, infected	3	2024-01-31 06:03:43.238532096
8	gaza, missiles, occupation, bombing, reasonable	3	2024-01-31 06:03:43.238532096
9	hasahisa, storming, villages, row, al	7	2024-01-31 06:03:43.238532096
10	women, hunger, campaign, girls, organizations	8	2024-01-31 06:03:43.238532096
11	washing, developing, facilitate, agricultural, beginning	3	2024-01-31 06:03:43.238532096
12	occupying, disrupted, commits, mukhtar, innocent	16	2024-01-31 06:03:43.238532096
13	god, earth, sight, did, honorable	12	2024-01-31 06:03:43.238532096
15	coordinator, geneina, guard, logistics, writing	1	2024-01-31 06:03:43.238532096
17	committees, formation, localities, restructuring, detailed	6	2024-01-31 06:03:43.238532096
19	served, ambassador, american, assumed, john	2	2024-01-31 06:03:43.238532096
21	transit, sites, doctors, health, diseases	9	2024-01-31 06:03:43.238532096
22	just, determined, guardians, foundations, righteous	3	2024-01-31 06:03:43.238532096
23	socialist, taqaddam, evening, 13, february	1	2024-01-31 06:03:43.238532096
24	al, displaced, assured, neighborhoods, hasahisa	10	2024-01-31 06:03:43.238532096
25	refugees, chad, eastern, commissioner, slaughtered	8	2024-01-31 06:03:43.238532096
26	northern, halfa, north, room, non	4	2024-01-31 06:03:43.238532096
27	entered, proved, advances, bell, thing	1	2024-01-31 06:03:43.238532096
28	residency, ethiopian, fines, fee, month	2	2024-01-31 06:03:43.238532096
30	decline, pound, currencies, dollar, bank	4	2024-01-31 06:03:43.238532096
32	factory, passport, gedaref, passports, immigration	2	2024-01-31 06:03:43.238532096
33	bureau, police, hall, graduation, marawi	3	2024-01-31 06:03:43.238532096
34	initial, indicate, determined, injuries, population	1	2024-01-31 06:03:43.238532096
35	hostilities, stop, bloodshed, constantly, observers	4	2024-01-31 06:03:43.238532096
36	morale, bleeding, soul, terror, break	3	2024-01-31 06:03:43.238532096
37	burhan, hiding, steadily, flies, mail	4	2024-01-31 06:03:43.238532096
38	commits, punishment, judicial, trial, escape	2	2024-01-31 06:03:43.238532096
40	mineral, mining, northern, resources, company	1	2024-01-31 06:03:43.238532096
41	spokesperson, httpstmesaqwl, office, official, rapid	2	2024-01-31 06:03:43.238532096
42	rights, human, session, justice, geneva	9	2024-01-31 06:03:43.238532096
43	63, inflation, recording, bureau, 300	1	2024-01-31 06:03:43.238532096
47	answer, content, doing, read, purpose	3	2024-01-31 06:03:43.238532096
48	uganda, vice, ambassadors, malik, european	3	2024-01-31 06:03:43.238532096
49	master, companions, bless, god, grant	4	2024-01-31 06:03:43.238532096
50	tariq, channel, follow, mohammed, telegram	2	2024-01-31 06:03:43.238532096
51	electricity, hantoub, imagine, outages, restored	3	2024-01-31 06:03:43.238532096
52	112, strive, ignored, 52, overcrowding	5	2024-01-31 06:03:43.238532096
53	refinery, german, energy, oil, establish	1	2024-01-31 06:03:43.238532096
54	burhan, al, owned, eliminate, news	3	2024-01-31 06:03:43.238532096
56	network, version, shut, returns, band	6	2024-01-31 06:03:43.238532096
57	february, 2024, ad, 28, issued	4	2024-01-31 06:03:43.238532096
58	hospices, atta, inspect, civilian, committees	1	2024-01-31 06:03:43.238532096
59	goods, flow, customs, mechanisms, contributed	1	2024-01-31 06:03:43.238532096
61	scene, link, telegram, join, httpstmesdnewsnetwork	11	2024-01-31 06:03:43.238532096
62	sudani, february, balad, newspaper, electronic	2	2024-01-31 06:03:43.238532096
63	god, mighty, blessings, protect, victory	10	2024-01-31 06:03:43.238532096
64	touching, breastfeeding, convince, song, smoke	3	2024-01-31 06:03:43.238532096
65	workforce, consumables, washing, machines, delayed	1	2024-01-31 06:03:43.238532096
70	installation, factory, passport, saqwl, atbara	1	2024-01-31 06:03:43.238532096
72	dissatisfaction, slow, occurred, achieving, court	1	2024-01-31 06:03:43.238532096
73	sisi, burhan, stability, al, egypt	2	2024-01-31 06:03:43.238532096
74	tonight, arm, come, long, reach	2	2024-01-31 06:03:43.238532096
75	remember, relatives, mercy, forgiveness, patience	2	2024-01-31 06:03:43.238532096
76	ammunition, danger, density, ran, hilla	2	2024-01-31 06:03:43.238532096
78	criteria, classification, classify, appealed, relevant	4	2024-01-31 06:03:43.238532096
79	stations, pumping, exit, communication, stopped	1	2024-01-31 06:03:43.238532096
80	beware, terror, souls, rooms, spread	1	2024-01-31 06:03:43.238532096
85	headlines, newspapers, prominent, published, political	1	2024-01-31 06:03:43.238532096
89	served, awards, excellence, mission, award	3	2024-01-31 06:03:43.238532096
90	establish, dedicated, deception, morale, fronts	5	2024-01-31 06:03:43.238532096
91	solutions, kiir, member, deputy, file	9	2024-01-31 06:03:43.238532096
92	densely, populated, strategy, aims, spoil	4	2024-01-31 06:03:43.238532096
93	pharmacists, professional, february, association, 10	1	2024-01-31 06:03:43.238532096
94	significant, expected, fuel, prices, increase	1	2024-01-31 06:03:43.238532096
103	debts, burhan, truth, statement, al	1	2024-01-31 06:03:43.238532096
111	kidney, dialysis, 34, cuts, partial	1	2024-01-31 06:03:43.238532096
115	alcohol, finance, explains, titles, jibril	3	2024-01-31 06:03:43.238532096
117	market, hilla, imagine, loot, mahjoub	3	2024-01-31 06:03:43.238532096
119	guardians, righteous, glorious, forgiveness, mercy	1	2024-01-31 06:03:43.238532096
120	stray, communications, salih, specter, trustees	2	2024-01-31 06:03:43.238532096
122	hospice, meals, noteworthy, model, ready	1	2024-01-31 06:03:43.238532096
124	chadian, diaspora, opposition, arabs, establishing	2	2024-01-31 06:03:43.238532096
126	pilgrims, umrah, falling, tightening, endowments	2	2024-01-31 06:03:43.238532096
127	barbaric, hatred, acts, act, bombing	1	2024-01-31 06:03:43.238532096
129	started, respond, world, war, said	1	2024-01-31 06:03:43.238532096
131	sudandefense, follow, telegram, httpstmedefenssuda, spokesperson	11	2024-01-31 06:03:43.238532096
132	tribes, minni, arko, covenant, darfur	2	2024-01-31 06:03:43.238532096
136	win, hostile, strength, strengthen, raise	2	2024-01-31 06:03:43.238532096
137	drop, temperatures, parts, continue, weather	1	2024-01-31 06:03:43.238532096
139	rehabilitate, devices, worth, insurance, 40	1	2024-01-31 06:03:43.238532096
140	robbed, approximately, babanusa, saqwl, rate	1	2024-01-31 06:03:43.238532096
141	fadil, taqaddam, mubarak, activists, diaspora	2	2024-01-31 06:03:43.238532096
143	bashir, al, rapid, albashir, albashirs	1	2024-01-31 06:03:43.238532096
144	film, goodbye, prize, grand, missile	2	2024-01-31 06:03:43.238532096
149	entire, destroyed, elements, members, rapid	2	2024-01-31 06:03:43.238532096
152	tunisian, migrants, coast, boat, migrant	4	2024-01-31 06:03:43.238532096
162	neighborhoods, copied, makki, returned, normal	2	2024-01-31 06:03:43.238532096
165	watan, february, ad, news, 2024	5	2024-01-31 06:03:43.238532096
167	overall, jaber, reviews, jazeera, federal	2	2024-01-31 06:03:43.238532096
170	god, conquest, victory, near, willing	9	2024-01-31 06:03:43.238532096
174	february, thursday, 2024, ad, news	2	2024-01-31 06:03:43.238532096
175	features, update, transactions, valued, application	8	2024-01-31 06:03:43.238532096
181	babanusa, interruption, networks, communication, renewed	2	2024-01-31 06:03:43.238532096
183	expatriates, clips, publish, clip, reassure	10	2024-01-31 06:03:43.238532096
184	feared, villages, shendi, proof, river	2	2024-01-31 06:03:43.238532096
188	email, device, questions, using, internet	3	2024-01-31 06:03:43.238532096
192	malaysia, mean, dongola, case, displaced	1	2024-01-31 06:03:43.238532096
196	active, gang, looting, arrest, river	1	2024-01-31 06:03:43.238532096
198	languages, english, graduated, tongue, hebrew	1	2024-01-31 06:03:43.238532096
200	defended, befell, felt, alive, buried	5	2024-01-31 06:03:43.238532096
204	channel, follow, telegram, httpstmesudaaan, sudan	2	2024-01-31 06:03:43.238532096
206	mosque, present, quran, holy, mosques	1	2024-01-31 06:03:43.238532096
208	accusations, false, regard, surprised, sanctions	6	2024-01-31 06:03:43.238532096
210	communications, outage, internet, digital, cut	5	2024-01-31 06:03:43.238532096
217	archaeological, secrets, pyramids, reveal, transport	2	2024-01-31 06:03:43.238532096
219	evident, distress, popularresistance, strength, sudanesearmedforces	6	2024-01-31 06:03:43.238532096
223	guardians, righteous, glorious, forgiveness, mercy	1	2024-01-31 06:03:43.238532096
229	complaining, crying, lot, question, forward	1	2024-01-31 06:03:43.238532096
231	id, facebook, 249, link, khartoumjanjaweedcemetery	4	2024-01-31 06:03:43.238532096
233	end, ambition, satisfy, congress, establishes	2	2024-01-31 06:03:43.238532096
234	broke, fires, camps, houses, damage	6	2024-01-31 06:03:43.238532096
236	rich, record, criminal, hanging, execution	1	2024-01-31 06:03:43.238532096
238	latif, house, commanders, abdullah, occupied	1	2024-01-31 06:03:43.238532096
239	hear, willing, jazeera, soon, al	1	2024-01-31 06:03:43.238532096
247	exhausted, exceeded, limit, secret, island	2	2024-01-31 06:03:43.238532096
248	infantry, officers, division, 18th, non	7	2024-01-31 06:03:43.238532096
251	unfortunately, departure, quantities, witnesses, village	1	2024-01-31 06:03:43.238532096
260	hamad, mustermen, letters, bases, repeated	2	2024-01-31 06:03:43.238532096
266	armed, guidance, cooperative, entertainment, community	9	2024-01-31 06:03:43.238532096
268	looking, intend, courses, opportunities, whatsapp	1	2024-01-31 06:03:43.238532096
269	queues, repeated, want, considered, work	2	2024-01-31 06:03:43.238532096
272	version, 46, latest, application, follow	1	2024-01-31 06:03:43.238532096
273	hostage, betrayed, neighbors, person, held	1	2024-01-31 06:03:43.238532096
281	standing, thanks, expressed, achieve, continued	1	2024-01-31 06:03:43.238532096
285	channel, telegram, follow, sudan, httpstmesudaaan	3	2024-01-31 06:03:43.238532096
-1	al, ramadan, war, militia, sudan	677	2024-03-01 12:15:11.587155936
0	containers, drone, destroyed, al, rapid	41	2024-03-01 12:15:11.587155936
1	school, schools, education, reassured, helpless	6	2024-03-01 12:15:11.587155936
2	aid, humanitarian, food, malnutrition, million	65	2024-03-01 12:15:11.587155936
3	absent, sports, defeats, league, admits	6	2024-03-01 12:15:11.587155936
4	vote, diplomats, negotiating, draft, britain	1	2024-03-01 12:15:11.587155936
5	prominent, headlines, burhan, fingers, qaribullah	2	2024-03-01 12:15:11.587155936
6	ababa, addis, violation, declaration, ethiopia	4	2024-03-01 12:15:11.587155936
7	polio, emergence, virus, issuing, registry	1	2024-03-01 12:15:11.587155936
8	entity, israeli, normalization, palestinian, israel	5	2024-03-01 12:15:11.587155936
9	village, villages, al, committees, jazira	13	2024-03-01 12:15:11.587155936
10	women, rape, sexual, violence, girls	14	2024-03-01 12:15:11.587155936
11	developing, lake, animals, soil, forests	2	2024-03-01 12:15:11.587155936
12	lived, threats, humiliated, subjected, inhumane	5	2024-03-01 12:15:11.587155936
13	god, oh, approached, lord, willing	21	2024-03-01 12:15:11.587155936
14	clean, continue, efforts, channel, areas	1	2024-03-01 12:15:11.587155936
15	required, degree, assistant, officer, vacant	7	2024-03-01 12:15:11.587155936
16	constitutional, executive, fulfilling, carrier, authority	2	2024-03-01 12:15:11.587155936
17	baskets, ramadan, donate, food, families	27	2024-03-01 12:15:11.587155936
18	sanctities, infringement, strongly, transparent, condemn	6	2024-03-01 12:15:11.587155936
19	biden, vote, outcome, divided, harmed	3	2024-03-01 12:15:11.587155936
20	meets, energy, japanese, minister, tears	4	2024-03-01 12:15:11.587155936
21	doctors, babanusa, borders, medical, mortality	7	2024-03-01 12:15:11.587155936
22	army, patriotism, victory, defeat, armies	8	2024-03-01 12:15:11.587155936
24	urgently, village, share, philanthropists, just	5	2024-03-01 12:15:11.587155936
25	chad, refugees, arrive, influx, amid	6	2024-03-01 12:15:11.587155936
26	blue, disbursing, arranging, medications, issues	1	2024-03-01 12:15:11.587155936
27	facebook, click, id, coverage, page	5	2024-03-01 12:15:11.587155936
28	host, communities, away, ethiopian, umm	1	2024-03-01 12:15:11.587155936
29	inspected, tour, reviewed, police, secure	2	2024-03-01 12:15:11.587155936
30	bank, wheat, dollar, figure, omdurman	3	2024-03-01 12:15:11.587155936
32	passports, halls, enters, registry, foreigners	5	2024-03-01 12:15:11.587155936
33	officer, holder, fasting, police, bag	2	2024-03-01 12:15:11.587155936
34	53, localities, 800, damaged, missing	1	2024-03-01 12:15:11.587155936
35	emphasize, actions, rounds, fragmentation, disintegration	10	2024-03-01 12:15:11.587155936
36	intended, morale, collapsed, raise, pointing	2	2024-03-01 12:15:11.587155936
37	lies, morale, collapsed, claims, jazira	13	2024-03-01 12:15:11.587155936
38	honor, fairly, strictly, ok, personally	4	2024-03-01 12:15:11.587155936
39	residency, violating, requirements, territory, deport	1	2024-03-01 12:15:11.587155936
41	spokesperson, httpstmesaqwl, office, official, rapid	2	2024-03-01 12:15:11.587155936
42	deliberations, rights, human, justice, presents	3	2024-03-01 12:15:11.587155936
47	ok, instructions, understand, wait, did	2	2024-03-01 12:15:11.587155936
48	african, mechanism, union, confidence, consultations	5	2024-03-01 12:15:11.587155936
